"tweet_id","text","created_at"
1332373198315397121,"As our region works to #BuildBackBetter during the Covid pandemic, Echidna’s Brad Lickman shares a local employer/employee connection project, The (Rebuild) Roster, recognized as one of Canada’s top 100 recovery projects. #ldnont #SWOnt @TechAlliance  https://t.co/zzywxvSdhf","2020-11-27T17:18:19.000Z"
1332372967595106309,"@NaheedD Myopic medical perspective on covid-19. There are other public health concerns related to business closures and financial stress. I'd like to see stats on increased opoid dealths, suicides, increase SSRI use. Canada's unemployment rate 10%.","2020-11-27T17:17:24.000Z"
1332372426169217026,"#Cbridge #NorthDumfries businesses can apply for COVID-19 Business Support Grants since our community is in Red-Control since Nov 23. Here's link for details on what's available to offset costs: https://t.co/q1wRKODNBt  @My_Chamber  @yipcambridge  @ONenergy https://t.co/ipXhmUXjlA","2020-11-27T17:15:15.000Z"
1332371356307103745,"Businesses: Get help with COVID-19 costs
https://t.co/2JfNza10XJ

#onpoli #ontario #business #covidrelief","2020-11-27T17:11:00.000Z"
1332370663416291328,"@petthekat @Rob20713934 @oklahomacaptive @delRo618 @uskokatwit @LeighStewy People all over the world have been arrested for noncompliance.  This Toronto business owner has been arrested for noncompliance with Covid, or did you miss that?  Another example of the Leftist-driven Covid police state you ""woke"" crazies promote 😂","2020-11-27T17:08:15.000Z"
1332365834199580673,"This is concerning.

Deals by state-run Chinese miners have faced heightened scrutiny from Canada to Australia this year amid economic dislocation caused by the coronavirus pandemic.

https://t.co/h28ZlvxX6r","2020-11-27T16:49:03.000Z"
1332364688609349633,"Air Canada looks to grow cargo business amid COVID-19 challenges - [All Health &amp;amp; Fitness Tips, Coronavirus], Source: Global News - https://t.co/rOyQJneo60 https://t.co/JKvyb6Bcto","2020-11-27T16:44:30.000Z"
1332364111343210497,"@NotMrBig See this ⬇️? 200 ppl died of covid in the general population in Canada. 
Who should be quarantined and restricted???

He should hv the right to operate a business...ppl are not forced to eat there. 

We need smart choices not restricted liberties https://t.co/FLLB8n7kQ8","2020-11-27T16:42:12.000Z"
1332362853534355457,"Air Canada looks to grow cargo business amid COVID-19 challenges https://t.co/mr7TtVHbjo https://t.co/lSfZwctmoe Air Canada pilots have ratified changes to their contract that the airline says will help it grow its cargo business. The Montreal-based airline has seen its busine…","2020-11-27T16:37:13.000Z"
1332360402848591874,"Demand for private COVID-19 testing driven by travellers, business https://t.co/2HmMgpgBQD https://t.co/CWZzwb5hg5","2020-11-27T16:27:28.000Z"
1332358632739049473,"@joe_warmington Not having a buisness licence or insurance is being a rebel

Oh and make sure your place of ""business"" is the best spot to catch covid.

The Toronto Sun needs to be shut down","2020-11-27T16:20:26.000Z"
1332357183858741249,"3/3 During the pandemic, #Toronto authorities have taken action against ordinary people/small business that didn't comply with COVID rules, but no action against ""woke leftist approved"" vandalism &amp; protests that violated COVID rules. https://t.co/SIRzNZ9BYq #PrideToronto #TOpoli","2020-11-27T16:14:41.000Z"
1332356079108419584,"in Canada, as in US, government workers receive full salary during COVID lockdowns, while private sector small business are crushed. This is the guy whose small working class BBQ was surrounded by police phalanx on orders from privileged public sector. https://t.co/lhho7neVFx","2020-11-27T16:10:17.000Z"
1332355533739847682,"Ichor was even getting the odd request from people who just wanted to be confident they don't have COVID-19 before visiting parents or going to hockey camp. https://t.co/sVCzMBwo9T","2020-11-27T16:08:07.000Z"
1332353682613166080,"Rebuilding the economy after the first wave of COVID-19 continues to be a challenge. Click the link below to find out how Community Benefits Agreements (CBAs) can help with economic recovery. https://t.co/tZqeRMwTgx","2020-11-27T16:00:46.000Z"
1332351185563639809,"The Montreal-based airline has seen its business plunge this year as travellers stopped flying due to the pandemic, however the airline has been looking to grow in other ways including cargo flights. 

https://t.co/Q1xPXkYYGz","2020-11-27T15:50:51.000Z"
1332350644724916224,"Yesterday the government did:
1) Deny real data on death statistics @anthonyfurey 
2) Arrest a business owner for trying enter his own restaurant @joe_warmington 
3) Ticket an elected MPP for showing his opposition to Ontario policy @randyhillier 

https://t.co/yVBH5zPtuw","2020-11-27T15:48:42.000Z"
1332344205612638211,"1⃣Send out screening questions. 📧 💬📱
2⃣Track response status. 🖥 📊
3⃣Enforce protocols. ✅ ⛔️
4⃣Save critical business time. 🕓💲

#app #COVID19 #screeningtool #Ontario #covid19screeningtool #workplacescreening #ontariobusiness #toronto #video #COVID

https://t.co/ZnJ8IMog0T","2020-11-27T15:23:07.000Z"
1332343376767758337,"@privatecitizenn @jcalder1983 @PhilipHilde75 @ironhealer @CreeklandAg @bigbushelsag FIRST AND FOREMOST for me this is not a COVID discussion it is about treating all business equal.  I donated and here is why: to me its about ensuring that all business are treated fairly.  Many examples in Toronto where it is not the case.  1/2","2020-11-27T15:19:49.000Z"
1332342411650084870,"Ford Unveils Tiered System to Allow Businesses in Select COVID Hot Spots to Reopen

Angela Brazeau 
RE/MAX West Realty Inc 
1 Queensgate Blvd Unit 9, Bolton, ON L7E 2X7 
Cell: (416) 951-4470 
Business: (905) 857-7653  https://t.co/8HwVgwigV1 https://t.co/jGQcz9RzSg","2020-11-27T15:15:59.000Z"
1332340869454815232,"Bonnie Henry hopes for COVID-19 vaccine roll-out in B.C. in January - Economy, Law &amp; Politics | Business in Vancouver https://t.co/OSTOd6kDNi via @BIVnews","2020-11-27T15:09:51.000Z"
1332339582550073345,"@erinotoole You're aware they're arresting small business owners in Toronto for opening their businesses, right?
https://t.co/El53faukf6","2020-11-27T15:04:44.000Z"
1332337589785772032,"Why? #NoMoreLockDown Protect small business the backbone of Canada’s economy #covid https://t.co/O1WI5ziZY0","2020-11-27T14:56:49.000Z"
1332336535455342592,"#Saskatchewan business owners prepare for financial brunt of Friday's new COVID-19 restrictions | CBC News https://t.co/eCBXSQdhPh #cbcsask","2020-11-27T14:52:38.000Z"
1332333222433263618,"Some good news: A Toronto small biz innovates and adapts to making a living during the pandemic...all without breaking the law/public health orders https://t.co/Ky6CV9VoJe","2020-11-27T14:39:28.000Z"
1332331430572158977,"The best news yet on the COVID front...and why is Toronto thinking about tearing down Sky Dome (Rogers Centre)?   On today's Orca Business Beat with Bob Price. https://t.co/hiuxCRA6D8","2020-11-27T14:32:21.000Z"
1332331138216382466,"FIRST PERSON - Opinion - Open for 5 months, then COVID-19 hit. How a Toronto coffee and wine shop survived by pivoting to an online store and a patio despite losing 250 per cent in profit margins - 49 mins ago https://t.co/IRAmnvXBlB","2020-11-27T14:31:11.000Z"
1332328365773234181,"An amazing Jean Monnet Centre of Excellence event, cohosted with @CnTellier, is happening on Dec. 2nd from 12pm-1:30pm! A distinguished panel of speakers will discuss ""Covid-19’s Impact on Canada-Europe Business""! 
Register at: https://t.co/NLMKzwzjlf
@EURUSCarletonU @FPACarleton https://t.co/2zgMpDW1TR","2020-11-27T14:20:10.000Z"
1332324224556478464,"The Federal government is providing interest-free loans to small businesses and not-for-profits through the Canada Emergency Business Account (CEBA) -

25% of the loan is forgivable if returned by December 31, 2022.

Learn more: https://t.co/ey33k5i8Ta

#COVID-19 #Mississauga https://t.co/5dFV8pnjpZ","2020-11-27T14:03:43.000Z"
1332323169965928448,"The owner of Sobeys, FreshCo and other grocery chains is reinstating pandemic-related bonuses for staff in jurisdictions where lockdowns are in effect to curb the spread of COVID-19 -- starting with Manitoba, as well as Toronto and nearby Peel Region

https://t.co/2E7lQc9tpW","2020-11-27T13:59:31.000Z"
1332313204513529858,"@HikindDov Doug Ford and the Ontario govern ment have reached the lowest level. Small businesses are not spreading the COVID private gatherings do. Business owners must make a living and more of them should follow Skelly's lead and open their business. Politicians get salary, bus. don't!!!","2020-11-27T13:19:55.000Z"
1332312993879764995,"Open for 5 months, then COVID-19 hit. How a Toronto coffee and wine shop survived by pivoting to an online store and a patio despite losing 250 per cent in sales.

A step-by-step diary and gallery:
https://t.co/jWDDK7CdjR","2020-11-27T13:19:05.000Z"
1332311066366398465,"Si les relations économiques entre le Canada et l'Europe vous intéressent, vous ne voudrez pas manquer ce webinaire (en anglais) (organisé conjointement avec @Cen4EUStudies) qui aura lieu mercredi le 2 décembre à 12 h. 

Veuillez vous inscrire ici : https://t.co/dZkw92ieMb. https://t.co/AZ2qKBZgIc","2020-11-27T13:11:26.000Z"
1332309970105327616,"If you are interested in business/economic relations between Canada and Europe, you will not want to miss our webinar next Wednesday, December 2 at 12:00! 

Please register here: https://t.co/dZkw92ieMb. https://t.co/HhPuBZUrQO","2020-11-27T13:07:04.000Z"
1332309437386731520,"#hamont nobody finds it weird that there is anti lockdown protest in toronto, but all they showed you was a guy getting arrested at his business.

You news is censoring the news you see, and to make you think everyone that does not believe in covid is crazy. Welfare state coming","2020-11-27T13:04:57.000Z"
1332308189879046152,"The new Canada Emergency Rent Subsidy provides support to businesses directly impacted by COVID-19. Learn more about and this program and if your business qualifies here.
https://t.co/7ad0NSPWhH","2020-11-27T13:00:00.000Z"
1332306714591457287,"His selfish misguided stunt will put every other family-owned non-franchise restaurant in Toronto out of business. If one can be unlicensed and uninspected, they all can be. He has destroyed trust in the  safety of their product. #cdnpoli @fordnation  https://t.co/Km1MHtg4Me","2020-11-27T12:54:08.000Z"
1332305006465191936,"Quit being a Pussy O'Toole 

Simple, any business person worth a grain of salt would have secured the Covid Vaccine for early distribution in Canada

Start being honest rather than being a Politician

I did not vote for your cowardice https://t.co/oWWjXWo0CB","2020-11-27T12:47:21.000Z"
1332296693832851457,"~Impact of Covid-19 on US and Canadian businesses ~

Read More :  https://t.co/BmY3Kwfmq5

 #vikashaconsulting #business #growth #impact #covid_19 #onlinemarketing #internetmarketing #candianbusiness #canada #businesman #usa #entrepreneur #startup  #websitedesign #seo #smm https://t.co/UYocAETlEf","2020-11-27T12:14:19.000Z"
1332293090422317056,"It's complicated. If you're a snowbird, you have to be creative this year if you're determined to go south. At 7:10, we'll talk to an Amherstburg woman about what she has to do to make the trip - and still have her car and golden retriever with her . https://t.co/MgGEZrkAtY","2020-11-27T12:00:00.000Z"
1332291024761225217,"https://t.co/VVR2kUGuIR
It cant work
covid is cause all the stores are in the condos 
I see all the chinese bringing booze in them everyday
They are attacking everyone on the ground so all the business goes to the condos
Theres 50 million people in the condos and growing","2020-11-27T11:51:47.000Z"
1332290520224305152,"Seized the property of a business for opening during Covid? The left wing in Canada is insane, letting the government take over a business and change locks (no matter how much of an ahole the owner is) is wrong and going too far.","2020-11-27T11:49:47.000Z"
1332280266832822272,"Bank of Canada expects COVID-19 vaccine to cause economy to rebound faster than expected https://t.co/LJrLMf12zB #business #economy","2020-11-27T11:09:02.000Z"
1332279715370070017,"#Ontario right to #feed! #food #rights #farmers #liberty #business #smallbusiness  #livelihood #restaurateurs #restaurants #income #lockdown #covid #adamsonbarbeque 
Adamson BBQ Legal Defence Fund https://t.co/xWNnhyVFme","2020-11-27T11:06:51.000Z"
1332260266780876805,"""Idiots are everywhere. They also seize the building"" Skelly was slapped with 13 charges, including trespassing, operating a business without a license and intent to obstruct police, according to the CBC. https://t.co/Q0CM6V8lna","2020-11-27T09:49:34.000Z"
1332246909277396993,"⭐ #Amel_Benmann • Covid cases are exploding across U.S. and Thanksgiving could be an 'accelerator event' #Business #Toronto #SantaMonica #Canada #USA ... https://t.co/YJu4kgGcsb","2020-11-27T08:56:29.000Z"
1332246905104044032,"⭐ #Amel_Benmann • Singapore's co-developed vaccine candidate is in 'good shape' for delivery in 2021  #Business #Toronto #SantaMonica #Canada #USA ... https://t.co/8WaAQ1AD8U","2020-11-27T08:56:28.000Z"
1332246900209283072,"⭐ #Amel_Benmann • Coronavirus mutations do not appear to be helping it spread more rapidly, study says #Business #Toronto #SantaMonica #Canada #USA ... https://t.co/L10SI1rckv","2020-11-27T08:56:27.000Z"
1332246896937754624,"⭐ #Amel_Benmann • AstraZeneca and Oxford defend Covid vaccine trials after questions raised in the U.S.  #Business #Toronto #SantaMonica #Canada #USA ... https://t.co/mb0lcFMTFv","2020-11-27T08:56:26.000Z"
1332246890403024896,"⭐ #Amel_Benmann • World’s largest medical glove maker becomes the epicenter of Malaysia’s Covid resurgence #Business #Toronto #SantaMonica #Canada #USA ... https://t.co/5zeBSTSCEb","2020-11-27T08:56:25.000Z"
1332246883247546368,"⭐ #Amel_Benmann • Disney increases layoffs to 32,000 workers as coronavirus batters its theme park business #Business #Toronto #SantaMonica #Canada #USA ... https://t.co/CeDMi2dx4r","2020-11-27T08:56:23.000Z"
1332242090349223937,"The coronavirus rent subsidy caps how much business chains can get. Is that unfair? https://t.co/mxjjbRrLgF https://t.co/lSfZwctmoe The Canadian Chamber of Commerce is calling on the government to remove the cap on how much chain restaurants and businesses with multiple locati…","2020-11-27T08:37:20.000Z"
1332239175572045825,"@TinaYazdani Perfect suffocate and shutdown small business in Canada while allowing big box stores and corporations to operate with immunity and little oversight thankyou COVID. Community small business competiton and jobs gone - elites just got richer. Worked 4 walmart.","2020-11-27T08:25:45.000Z"
1332238958130909185,"@adamsonbarbecue Hello Twitter friends, i follow https://t.co/JqrpqxJpU6, they are giving us the news from Canada, re the BS going on about this covid rubbish. 
Please give this guy's business there a shout out. The state gov there is trying to close him down, just for opening.","2020-11-27T08:24:54.000Z"
1332238196789358592,"#blg699
https://t.co/1zzVGLYJjf

There is a lot of controversy about equal access to the vaccine. Knowing there is Protesting going on about how business are treated unfairly in terms of being allowed to open up or not, do you think the vaccines distributed would be unfair too?","2020-11-27T08:21:52.000Z"
1332233372819709952,"This is my face when someone tells me you can’t make £1,000,000 a year in an online business with due to COVID 🙊!

Absolute nonsense...🙄 
#usa #canada #uk #uae #kuwait #france #spain #russia #india #belarus https://t.co/jSOOXb7Bp9","2020-11-27T08:02:42.000Z"
1332230307852873730,"@Leila_Vieira_ @fordnation 82% canada's ''covid-related"" deaths in LTC 
How does closing sm business  locking down reduce deaths of our vulnerable?","2020-11-27T07:50:31.000Z"
1332215673800560646,"@realadamodom @canadiangirls99 So Canada decided to completely locked down again for COVID-19. When they did they said all bars and restaurants must close. This gentleman in Toronto Adam Skelly, Decided that his livelihood it has families business was not going to shutter. He posted to social media. 1/2","2020-11-27T06:52:22.000Z"
1332203959709102080,"@EmmMacfarlane # folks that have caught Covid-19 at his store? 

If you think the BBQ business is unsafe, you are entitled to your opinion. DON'T GO THERE!

Turning Canada into a police state not the answer, shameful.","2020-11-27T06:05:49.000Z"
1332200990422908928,"People in Ontario are out ther with no masks on supporting A*dam*on Bar*equ* with their ‘we’re a small business’ and ‘Covid is fake’ so this restrictions are bullshit.","2020-11-27T05:54:01.000Z"
1332199094840827906,"@Left_ofright @DavidTaylorNYC @jkenney @innfromthecold Yea Toronto were apparently ""riot horses"" need to be called if you try to feed the people with a small business.
I heard a 12 year old kid got shot killed there but you know ""covid laws"" are all that matter now
Shameful","2020-11-27T05:46:29.000Z"
1332195256901767168,"Ontario is the worst it has ever been in COVID cases, and it may only get worse. We are in a fucking pandemic and our worry is when we will be able to throw parties again? Schools are a mess, hospitals are flooding with COVID cases, people are dying, and business are closing...","2020-11-27T05:31:14.000Z"
1332192962143457281,"Adam Skelly is a hero!  He will lose his business by a forced lockdown or he can try to keep it going.  He seemed very respectful of law enforcement.  More need to open!

https://t.co/9jp7W8pux7","2020-11-27T05:22:07.000Z"
1332187984620240901,"When a business in Canada defies provincial health guidelines on Coronavirus the police will shut it down and arrest the owner.  

Meanwhile in America 🇺🇸 

📈13M cases 

📈 263k dead 

✈️ 6.86M TSA check-ins in the last 7 days. 🤦‍♂️
 https://t.co/22aj9VMtjH","2020-11-27T05:02:21.000Z"
1332187727714988034,"@Sharon75571311 @chevymo ONTARIO AUDITOR GENERAL report says FORD did NOT use Public Health advice but used his own decisions on masks and covid measures with no science back up. He is destroying the middle-class business for the new world order reset. 
https://t.co/NMaq2RMMfb","2020-11-27T05:01:19.000Z"
1332181098101661696,"Coronavirus: Essential business distinction leaves some in Peel, Toronto without options https://t.co/dunOm0XxVs","2020-11-27T04:34:59.000Z"
1332171828500983812,"@RobertFife Trump has done so much more that Trudeau in the fight against Covid.  

Vaccine in the US.  Maybe in December.  
Vaccine in Canada.  Maybe in March.

Trump tries to help small business.

Trudeau and Ford beat the crap out of AdamsonBBQ.","2020-11-27T03:58:09.000Z"
1332171031235190789,"What happened to Adam's Barbeque was disgraceful.

Shootings are up in Toronto (all time high) and they sent 60 police officers to ONE small business.

Small businesses made up with 1% of the covid cases but they need to close?

#adamsonbarbeque #AdamsonBBQ #adamsonbarbecue","2020-11-27T03:54:59.000Z"
1332168962528792576,"Copied: ONTARIO AUDITOR GENERAL report says FORD did NOT use Public Health advice but used his own decisions on masks and covid measures with no science back up. He is destroying the middle class business for the new world order reset. 
https://t.co/jMMJAn77K2","2020-11-27T03:46:45.000Z"
1332168091216859136,"Yes! #Toronto TV: cover as many #GTA #restaurants as possible w/ full contact info re take out/delivery options on crawl beneath segment. Shine the light on these good citizens following #COVID protocols while striving to stay in business. Doesn’t always need to bleed to lead ... https://t.co/aVLGrw8UAC","2020-11-27T03:43:18.000Z"
1332167452034293760,"@KayCockerill @tuckerdalebooth @mikejwhelan @khhauthor @MiniAgentCB1 @Larry_N_Snyder @rudedogreyes @jpq1999 @jeolmoz2 @ScoopB @OutofboundsBD @MichaelBreed @BrianJacobsgolf @KraigKann @jtedscott @ShaneRyanHere @GrahamParkgolf @PattiValero @Blankko_HLGang Happy Thanksgiving to all of you on this day. We have suffered for many months with this COVID business, let this time not be taken for granted, love your family and friends. 

All the way from Canada even tho our thanksgiving was back in October! Love peace and prosperity! 🙏🏾","2020-11-27T03:40:45.000Z"
1332163881578401792,"@HurricaneHof @oliverpeabody24 Yes,a business owner can definitely be arrested under Ontario Food Safety laws (regardless of violations of COVID laws).

So I have no sympathy for someone who deliberately violated both. https://t.co/bxkJXrH2QJ","2020-11-27T03:26:34.000Z"
1332161604948013056,"Are we seeing the start of a small business revolution? One thing for sure, we need better regulations than what is in place in Ontario now. Read &amp; RT as I document some of the businesses opening up and what the ⁦government could change for the better. https://t.co/vPxu7O72J4 https://t.co/isfPNlRvfb","2020-11-27T03:17:31.000Z"
1332161018794024961,"A Toronto restaurant owner was arrested for defying coronavirus restrictions. 

He pledged not to shutter his business despite local coronavirus lockdown regulations in Toronto that prohibit indoor dining. 

https://t.co/83w6DTLTvR","2020-11-27T03:15:11.000Z"
1332159509377265667,"COVID-19 is a global crisis, and the need to rethink business and policy research for a stronger Canada-Africa relationship has never been more compelling.","2020-11-27T03:09:12.000Z"
1332157512070483968,"Oh but the business community said they are fine with it, and that’s the most critical thing here. ⁦@PremierScottMoe⁩

Doctors call Sask. government's COVID-19 plan timid, disappointing | CBC News https://t.co/FW8u5D9k2J","2020-11-27T03:01:15.000Z"
1332157303596986368,"How tech's biggest companies are planning for the future of work - Business Insider https://t.co/9uAyS9jy4t

#FutureOfWork #HR #Canada","2020-11-27T03:00:26.000Z"
1332155430898782208,"Sask. business owners prepare for financial brunt of Friday's new COVID-19 restrictions https://t.co/BkTWnHnP3V","2020-11-27T02:52:59.000Z"
1332154356829982720,"Looking to roll out in Canada; talk of it in UK
https://t.co/2nCFoH5WxM
Persistent lockdown and tiers to drive small and medium businesses out of business so all go on UBI
#GreatReset anyone?
We'll own nothing and be happy about it apparently
AVOID if you can
Don't fall for it https://t.co/zRU8lcVHC6","2020-11-27T02:48:43.000Z"
1332154355299082241,"Ontario is doing collapsing family business under covid restrictions when 99.5% of our 14.5 million people have recovered. My friends who follow me in the USA we feel you. We hear  you. We all have to fight the great reset. Freedom is our right. 

https://t.co/EH1X9HIDFg","2020-11-27T02:48:43.000Z"
1332153977501265921,"@MarkFriesen08 Police swarmed a small business in the outskirts of Toronto, but they were not found tonight right smack downtown to break up an unlawful protest at one of the busiest intersections.  

This isnt about COVID. It's a left-wing takeover.","2020-11-27T02:47:13.000Z"
1332153934471966721,"Sask. business owners prepare for financial brunt of Friday's new COVID-19 restrictions https://t.co/UuHbP7fRfZ","2020-11-27T02:47:02.000Z"
1332153768054579203,"@fordnation Says the guy who is killing business's in Ontario. How many people have you killed Doug? How many people have committed suicide or died waiting for treatment because you shut things down? 200 deaths outside of LTC homes out of 11800 deaths in Canada. COVID cases mean jack shit.","2020-11-27T02:46:23.000Z"
1332151737520517121,"This happened in my friend's business.  His staff have suffered verbal abuse from covidiots more than a few times!  Not cool.

Belligerent behaviour garners $460 in fines for Victoria restaurant patron | CBC News https://t.co/0GqtgoDYsM","2020-11-27T02:38:19.000Z"
1332150913390288897,"Ontario will cap delivery fees at 15 per cent — similar to New York’s measures — and limit overall fees to 20 per cent in regions where indoor dining is prohibited, including Toronto https://t.co/L8HcaF9kOf","2020-11-27T02:35:02.000Z"
1332150431838068736,"Sask. business owners prepare for financial brunt of Friday's new COVID-19 restrictions https://t.co/3l3uCVBZzn","2020-11-27T02:33:07.000Z"
1332145042064953344,"Sask. business owners prepare for financial brunt of Friday's new COVID-19 restrictions | CBC News https://t.co/4lsWJqXoMl","2020-11-27T02:11:42.000Z"
1332143219858165761,"(1/3) #Adamskelly the owner of @Adamsonbarbecue opened his Etobicoke restaurant in defiance of recent the most recent COVID-19 lockdown in Toronto to protest effects of lockdowns on small business. https://t.co/vHfxeEg274","2020-11-27T02:04:28.000Z"
1332132025709555717,"@BonnieCrombie @regionofpeel You are fraud.

Forcing the small business to close their stores. While keeping Amazon Costco and others open.

You decisions are based on pseudoscience.

Ontario has 3241 ICU beds.
Less then 0.1% is occupied with COVID patients (86) https://t.co/78A2FzZ2Eh","2020-11-27T01:19:59.000Z"
